index,Player,Summary_#,Nation,Summary_Pos,Age,Min,Summary_Gls,Summary_Ast,Summary_PK,Summary_PKatt,Summary_Sh,Summary_SoT,Summary_CrdY,Summary_CrdR,Summary_Touches,Summary_Tkl,Summary_Int,Summary_Blocks,Summary_xG,Summary_npxG,Summary_xAG,Summary_SCA,Summary_GCA,Summary_Cmp,Summary_pass_Att,Summary_Cmp%,Summary_PrgP,Summary_Carries,Summary_PrgC,Summary_takes_on_Att,Summary_Succ,Passing_#,Passing_Pos,Passing_total_Cmp,Passing_total_Att,Passing_total_Cmp%,Passing_TotDist,Passing_PrgDist,Passing_short_Cmp,Passing_short_Att,Passing_short_Cmp%,Passing_medium_Cmp,Passing_medium_Att,Passing_medium_Cmp%,Passing_long_Cmp,Passing_long_Att,Passing_long_Cmp%,Passing_Ast,Passing_xAG,Passing_xA,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Passing_PrgP,Pass_Types_#,Pass_Types_Pos,Pass_Types_Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Pass_Types_In,Pass_Types_Out,Pass_Types_Str,Pass_Types_Cmp,Pass_Types_Off,Pass_Types_Blocks,Defensive_Actions_#,Defensive_Actions_Pos,Defensive_Actions_total_Tkl,Defensive_Actions_TklW,Defensive_Actions_Def 3rd,Defensive_Actions_Mid 3rd,Defensive_Actions_Att 3rd,Defensive_Actions_dribblers_Tkl,Defensive_Actions_Att,Defensive_Actions_Tkl%,Defensive_Actions_Lost,Defensive_Actions_Blocks,Defensive_Actions_Sh,Defensive_Actions_Pass,Defensive_Actions_Int,Defensive_Actions_Tkl+Int,Defensive_Actions_Clr,Defensive_Actions_Err,Possession_#,Possession_Pos,Possession_Touches,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Live,Possession_Att,Possession_Succ,Possession_Succ%,Possession_Tkld,Possession_Tkld%,Possession_Carries,Possession_TotDist,Possession_PrgDist,Possession_PrgC,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Possession_PrgR,Miscellaneous_Stats_#,Miscellaneous_Stats_Pos,Miscellaneous_Stats_CrdY,Miscellaneous_Stats_CrdR,Miscellaneous_Stats_2CrdY,Miscellaneous_Stats_Fls,Miscellaneous_Stats_Fld,Miscellaneous_Stats_Off,Miscellaneous_Stats_Crs,Miscellaneous_Stats_Int,Miscellaneous_Stats_TklW,Miscellaneous_Stats_PKwon,Miscellaneous_Stats_PKcon,Miscellaneous_Stats_OG,Miscellaneous_Stats_Recov,Miscellaneous_Stats_Won,Miscellaneous_Stats_Lost,Miscellaneous_Stats_Won%,Goalkeeping_SoTA,Goalkeeping_GA,Goalkeeping_Saves,Goalkeeping_Save%,Goalkeeping_PSxG,Goalkeeping_Cmp,Goalkeeping_Att,Goalkeeping_Cmp%,Goalkeeping_Att (GK),Goalkeeping_Thr,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Att,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Opp,Goalkeeping_Stp,Goalkeeping_Stp%,Goalkeeping_#OPA,Goalkeeping_AvgDist,home,game_id
2,Dejan Ljubicic,7.0,at AUT,CM,26-147,90,0,0,0,0,1,0,1,0,28,1,2,1,0.4,0.4,0.0,0,0,16,22,72.7,1,13,0,0,0,7.0,CM,16,22,72.7,212,35,13,14,92.9,3,6,50.0,0,1,0.0,0,0.0,0.0,0,1,0,0,1,7.0,CM,22,21,1,1,0,0,0,0,0,0,0,0,16,0,0,7.0,CM,1,1,1,0,0,1,2,50.0,1,1,0,1,2,3,1,0,7.0,CM,28,2,15,10,3,1,28,0,0,,0,,13,38,19,0,1,0,1,0,14,0,7.0,CM,1,0,0,2,0,0,0,2,1,0,0,0,2,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,214
3,Denis Huseinbasic,8.0,ba BIH,CM,22-244,8,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,12,12,100.0,0,9,0,0,0,8.0,CM,12,12,100.0,180,45,6,6,100.0,5,5,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,8.0,CM,12,12,0,0,0,0,0,0,0,0,0,0,12,0,0,8.0,CM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8.0,CM,13,1,8,5,0,0,13,0,0,,0,,9,22,2,0,0,0,0,0,11,0,8.0,CM,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,1,214
4,Eric Martel,6.0,de GER,CM,21-309,82,0,0,0,0,0,0,1,0,25,1,0,2,0.0,0.0,0.0,0,0,11,18,61.1,0,16,0,0,0,6.0,CM,11,18,61.1,147,8,7,9,77.8,4,8,50.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,6.0,CM,18,16,2,2,0,0,0,0,0,0,0,0,11,0,0,6.0,CM,1,1,1,0,0,0,1,0.0,1,2,1,1,0,1,2,0,6.0,CM,25,5,12,11,2,0,25,0,0,,0,,16,58,19,0,0,0,0,1,16,1,6.0,CM,1,0,0,2,1,1,0,0,1,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,214
5,Faride Alidou,40.0,de GER,RM,22-229,81,0,0,0,0,1,0,0,0,22,1,0,0,0.1,0.1,0.1,3,0,10,14,71.4,2,12,3,4,2,40.0,RM,10,14,71.4,229,86,3,5,60.0,4,5,80.0,3,4,75.0,0,0.1,0.1,2,2,1,1,2,40.0,RM,14,13,1,0,0,0,1,0,0,0,0,0,10,0,0,40.0,RM,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,3,0,40.0,RM,22,2,6,11,6,2,22,4,2,50.0,2,50.0,12,116,77,3,0,0,1,1,10,1,40.0,RM,0,0,0,0,0,0,1,0,1,0,0,0,4,0,2,0.0,,,,,,,,,,,,,,,,,,,,,1,214
6,Jan Thielmann,29.0,de GER,FW,21-282,13,0,0,0,0,0,0,0,1,4,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,1,0,0,0,0,29.0,FW,2,2,100.0,28,9,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,29.0,FW,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,29.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,29.0,FW,4,0,0,4,0,0,4,0,0,,0,,0,0,0,0,0,0,0,1,0,0,29.0,FW,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,214
7,Julian Chabot,24.0,de GER,CB,26-020,90,0,0,0,0,0,0,0,0,44,1,2,6,0.0,0.0,0.0,0,0,19,27,70.4,1,16,0,0,0,24.0,CB,19,27,70.4,342,101,8,8,100.0,10,12,83.3,1,7,14.3,0,0.0,0.0,0,1,0,0,1,24.0,CB,27,19,8,2,0,0,0,0,0,0,0,0,19,0,0,24.0,CB,1,1,1,0,0,1,2,50.0,1,6,2,4,2,3,5,0,24.0,CB,44,19,37,7,0,0,44,0,0,,0,,16,95,58,0,0,0,1,0,16,0,24.0,CB,0,0,0,0,1,0,0,2,1,0,0,0,3,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,214
8,Justin Diehl,45.0,de GER,FW,19-097,4,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,1,0,45.0,FW,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,45.0,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,45.0,FW,2,0,0,0,2,0,2,1,0,0.0,1,100.0,1,2,0,0,0,0,0,0,1,0,45.0,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,214
9,Leart Paqarada,17.0,xk KVX,"FW,LB",29-147,22,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,5,7,71.4,1,3,1,0,0,17.0,"FW,LB",5,7,71.4,116,92,3,3,100.0,1,1,100.0,1,2,50.0,0,0.0,0.0,0,0,0,0,1,17.0,"FW,LB",7,7,0,0,0,0,1,0,0,0,0,0,5,0,1,17.0,"FW,LB",0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,17.0,"FW,LB",11,3,5,3,3,2,11,0,0,,0,,3,28,14,1,0,0,0,0,3,1,17.0,"FW,LB",0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,1,214
10,Linton Maina,37.0,de GER,LM,24-254,82,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.4,3,0,10,11,90.9,1,12,1,1,1,37.0,LM,10,11,90.9,146,83,6,6,100.0,3,4,75.0,1,1,100.0,0,0.4,0.3,1,0,1,1,1,37.0,LM,11,11,0,0,0,0,1,0,0,0,0,0,10,0,0,37.0,LM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,37.0,LM,12,0,5,5,4,0,12,1,1,100.0,0,0.0,12,72,41,1,1,0,1,0,10,2,37.0,LM,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,1,214
11,Marvin Schwäbe,1.0,de GER,GK,28-313,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,18,32,56.3,0,18,0,0,0,1.0,GK,18,32,56.3,590,440,1,1,100.0,8,8,100.0,9,22,40.9,0,0.0,0.0,0,0,0,0,0,1.0,GK,32,20,11,4,0,0,0,0,0,0,0,0,18,1,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1.0,GK,35,31,35,0,0,0,35,0,0,,0,,18,85,59,0,0,0,0,0,16,0,1.0,GK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,5.0,2.0,3.0,60.0,1.3,5.0,17.0,29.4,24.0,0.0,62.5,44.4,7.0,28.6,37.7,14.0,1.0,7.1,0.0,3.0,1,214
12,Max Finkgräfe,35.0,de GER,"LB,LM",19-342,90,0,0,0,0,0,0,0,0,47,4,0,4,0.0,0.0,0.0,2,0,18,29,62.1,3,18,1,3,1,35.0,"LB,LM",18,29,62.1,398,252,5,9,55.6,11,14,78.6,2,5,40.0,0,0.0,0.0,1,4,1,0,3,35.0,"LB,LM",29,20,9,1,0,0,3,7,1,0,1,0,18,0,3,35.0,"LB,LM",4,2,3,1,0,2,4,50.0,2,4,0,4,0,4,4,0,35.0,"LB,LM",47,4,23,22,6,1,47,3,1,33.3,2,66.7,18,159,104,1,1,1,1,2,16,3,35.0,"LB,LM",0,0,0,3,0,0,3,0,2,0,0,0,4,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,214
13,Rasmus Carstensen,18.0,dk DEN,"RB,RM",23-144,90,0,0,0,0,0,0,0,0,32,2,1,2,0.0,0.0,0.4,3,0,18,24,75.0,0,16,1,0,0,18.0,"RB,RM",18,24,75.0,321,137,7,9,77.8,8,10,80.0,2,3,66.7,0,0.4,0.3,2,1,1,1,0,18.0,"RB,RM",24,21,3,0,0,0,2,3,0,0,0,0,18,0,1,18.0,"RB,RM",2,2,0,2,0,0,1,0.0,1,2,1,1,1,3,2,0,18.0,"RB,RM",32,5,17,10,5,1,32,0,0,,0,,16,97,44,1,0,1,2,0,15,2,18.0,"RB,RM",0,0,0,0,0,0,2,1,2,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,1,214
14,Sargis Adamyan,23.0,am ARM,FW,30-285,64,0,0,0,0,3,0,0,0,23,0,2,0,0.4,0.4,0.0,1,0,6,12,50.0,1,18,1,3,2,23.0,FW,6,12,50.0,78,26,4,6,66.7,2,3,66.7,0,1,0.0,0,0.0,0.0,0,0,0,0,1,23.0,FW,12,10,1,0,0,0,0,0,0,0,0,0,6,1,1,23.0,FW,0,0,0,0,0,0,0,,0,0,0,0,2,2,1,0,23.0,FW,23,0,5,14,5,3,23,3,2,66.7,0,0.0,18,69,29,1,0,1,4,2,16,1,23.0,FW,0,0,0,1,4,1,0,2,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,1,214
15,Steffen Tigges,21.0,de GER,FW,25-216,9,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,5,7,71.4,0,5,0,1,1,21.0,FW,5,7,71.4,62,8,4,5,80.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,21.0,FW,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0,21.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,21.0,FW,8,0,0,8,0,0,8,1,1,100.0,0,0.0,5,33,21,0,0,0,1,0,7,0,21.0,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,214
0,16 Players,,,,,990,2,1,0,0,17,5,2,0,956,12,4,7,1.6,1.6,0.8,32,3,789,876,90.1,94,537,28,18,8,,,789,876,90.1,11982,3399,436,464,94.0,304,332,91.6,36,50,72.0,1,0.8,1.5,14,91,18,4,94,,,876,831,44,10,1,4,20,18,9,2,2,0,789,1,13,,,12,6,3,5,4,5,12,41.7,7,7,2,5,4,16,5,0,,,956,28,104,513,347,44,956,18,8,44.4,8,44.4,537,3062,1869,28,32,8,13,7,781,93,,,2,0,0,9,10,1,20,4,6,0,0,0,46,4,5,44.4,,,,,,,,,,,,,,,,,,,,,0,214
1,Amine Adli,21.0,ma MAR,AM,23-298,26,0,1,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.2,4,2,22,25,88.0,2,9,1,3,1,21.0,AM,22,25,88.0,267,55,15,17,88.2,6,6,100.0,0,0,,1,0.2,0.2,2,1,1,0,2,21.0,AM,25,25,0,0,0,0,1,0,0,0,0,0,22,0,1,21.0,AM,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,21.0,AM,28,0,0,10,18,4,28,3,1,33.3,2,66.7,9,45,22,1,1,1,0,0,26,6,21.0,AM,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,214
2,Borja Iglesias,9.0,es ESP,FW,31-046,26,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,8,10,80.0,0,6,0,0,0,9.0,FW,8,10,80.0,100,8,6,6,100.0,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,0,9.0,FW,10,10,0,0,0,0,1,0,0,0,0,0,8,0,1,9.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9.0,FW,11,0,0,3,8,3,11,0,0,,0,,6,21,1,0,1,0,1,1,12,6,9.0,FW,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,214
3,Edmond Tapsoba,12.0,bf BFA,CB,25-030,12,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,24,24,100.0,2,15,0,0,0,12.0,CB,24,24,100.0,377,157,12,12,100.0,11,11,100.0,1,1,100.0,0,0.0,0.0,0,6,0,0,2,12.0,CB,24,24,0,0,0,0,0,0,0,0,0,0,24,0,0,12.0,CB,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,12.0,CB,25,1,5,18,2,0,25,0,0,,0,,15,104,73,0,1,0,0,0,17,0,12.0,CB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,214
4,Exequiel Palacios,25.0,ar ARG,CM,25-150,9,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,0,0,17,18,94.4,1,16,1,0,0,25.0,CM,17,18,94.4,250,117,7,7,100.0,9,10,90.0,0,0,,0,0.0,0.0,0,5,0,0,1,25.0,CM,18,18,0,0,0,0,0,0,0,0,0,0,17,0,0,25.0,CM,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,25.0,CM,19,0,0,17,2,0,19,0,0,,0,,16,75,58,1,0,0,0,0,19,0,25.0,CM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,214
5,Florian Wirtz,10.0,de GER,AM,20-305,90,0,0,0,0,4,3,0,0,83,2,0,1,0.2,0.2,0.0,7,0,54,69,78.3,12,43,5,5,3,10.0,AM,54,69,78.3,795,208,32,36,88.9,17,21,81.0,3,5,60.0,0,0.0,0.2,1,4,5,2,12,10.0,AM,69,65,4,0,0,1,5,2,2,0,0,0,54,0,3,10.0,AM,2,1,0,2,0,1,1,100.0,0,1,1,0,0,2,0,0,10.0,AM,83,1,2,20,63,9,83,5,3,60.0,1,20.0,43,239,128,5,4,3,2,1,65,14,10.0,AM,0,0,0,0,2,0,5,0,1,0,0,0,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,214
6,Granit Xhaka,34.0,ch SUI,CM,31-158,81,0,0,0,0,0,0,0,0,118,0,0,0,0.0,0.0,0.1,3,0,107,114,93.9,20,61,2,1,1,34.0,CM,107,114,93.9,1753,429,59,63,93.7,38,39,97.4,8,10,80.0,0,0.1,0.2,1,27,1,0,20,34.0,CM,114,112,2,1,0,1,0,1,0,0,0,0,107,0,0,34.0,CM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,34.0,CM,118,0,5,82,31,1,118,1,1,100.0,0,0.0,61,331,218,2,1,0,3,1,105,4,34.0,CM,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,0,214
7,Jeremie Frimpong,30.0,nl NED,WB,23-084,45,1,0,0,0,2,1,1,0,32,2,0,0,0.7,0.7,0.0,1,0,18,24,75.0,2,14,1,2,1,30.0,WB,18,24,75.0,237,46,15,18,83.3,2,5,40.0,1,1,100.0,0,0.0,0.1,0,0,1,0,2,30.0,WB,24,21,3,0,0,0,2,3,0,0,0,0,18,0,0,30.0,WB,2,1,0,1,1,0,0,,0,0,0,0,0,2,0,0,30.0,WB,32,0,1,7,24,5,32,2,1,50.0,1,50.0,14,74,36,1,1,1,1,1,24,12,30.0,WB,1,0,0,1,1,1,2,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,214
8,Jonas Hofmann,7.0,de GER,AM,31-233,64,0,0,0,0,1,0,0,0,52,2,0,0,0.1,0.1,0.1,5,0,40,48,83.3,6,26,2,2,1,7.0,AM,40,48,83.3,524,117,25,27,92.6,11,13,84.6,2,3,66.7,0,0.1,0.2,4,3,2,0,6,7.0,AM,48,45,3,3,0,0,2,0,0,0,0,0,40,0,2,7.0,AM,2,2,1,0,1,2,2,100.0,0,0,0,0,0,2,0,0,7.0,AM,52,0,2,15,36,6,52,2,1,50.0,1,50.0,26,152,82,2,2,1,0,0,44,11,7.0,AM,0,0,0,0,2,0,2,0,2,0,0,0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,214
9,Jonathan Tah,4.0,de GER,CB,28-021,90,0,0,0,0,0,0,0,0,126,0,0,1,0.0,0.0,0.0,0,0,117,123,95.1,14,87,2,1,0,4.0,CB,117,123,95.1,1894,709,52,54,96.3,61,65,93.8,3,3,100.0,0,0.0,0.1,0,20,0,0,14,4.0,CB,123,122,1,0,0,0,0,0,0,0,0,0,117,0,0,4.0,CB,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,4.0,CB,126,5,20,97,9,1,126,1,0,0.0,1,100.0,87,582,407,2,6,1,0,0,108,0,4.0,CB,0,0,0,1,0,0,0,0,0,0,0,0,5,2,1,66.7,,,,,,,,,,,,,,,,,,,,,0,214
10,Josip Stanišić,2.0,hr CRO,CB,23-336,90,0,0,0,0,0,0,1,0,99,3,0,1,0.0,0.0,0.0,1,0,88,95,92.6,7,50,3,0,0,2.0,CB,88,95,92.6,1254,275,60,62,96.8,22,24,91.7,5,6,83.3,0,0.0,0.1,1,10,1,1,7,2.0,CB,95,91,3,3,0,0,1,0,0,0,0,0,88,1,1,2.0,CB,3,1,2,1,0,1,4,25.0,3,1,0,1,0,3,0,0,2.0,CB,99,1,14,58,28,0,99,0,0,,0,,50,318,202,3,5,0,1,0,82,7,2.0,CB,1,0,0,1,0,0,1,0,1,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,0,214
11,Lukáš Hrádecký,1.0,fi FIN,GK,34-100,90,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,0,0,17,19,89.5,0,9,0,0,0,1.0,GK,17,19,89.5,334,250,3,3,100.0,13,13,100.0,1,3,33.3,0,0.0,0.0,0,0,0,0,0,1.0,GK,19,14,5,0,0,0,0,0,0,0,0,0,17,0,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1.0,GK,19,15,19,0,0,0,19,0,0,,0,,9,55,18,0,0,0,0,0,10,0,1.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,14.0,3.0,0.0,20.5,5.0,20.0,26.2,6.0,0.0,0.0,3.0,20.8,0,214
12,Nathan Tella,19.0,ng NGA,WB,24-242,45,0,0,0,0,1,0,0,0,40,0,0,2,0.0,0.0,0.0,3,0,27,33,81.8,4,27,2,2,0,19.0,WB,27,33,81.8,396,69,18,19,94.7,8,9,88.9,1,2,50.0,0,0.0,0.1,0,0,3,0,4,19.0,WB,33,27,6,0,0,0,1,6,0,0,0,0,27,0,3,19.0,WB,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,1,0,19.0,WB,40,1,1,14,25,1,40,2,0,0.0,1,50.0,27,133,56,2,2,1,0,0,28,11,19.0,WB,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,214
13,Patrik Schick,14.0,cz CZE,FW,28-039,64,0,0,0,0,2,0,0,0,15,1,0,0,0.1,0.1,0.1,2,1,4,5,80.0,0,7,1,2,1,14.0,FW,4,5,80.0,28,0,3,3,100.0,0,0,,0,0,,0,0.1,0.1,1,0,0,0,0,14.0,FW,5,4,1,0,0,0,0,0,0,0,0,0,4,0,1,14.0,FW,1,0,0,0,1,0,0,,0,0,0,0,0,1,1,0,14.0,FW,15,1,2,2,11,9,15,2,1,50.0,1,50.0,7,35,15,1,0,0,1,3,8,3,14.0,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,214
14,Piero Hincapié,3.0,ec ECU,CB,22-054,78,0,0,0,0,0,0,0,0,96,1,2,1,0.0,0.0,0.0,0,0,91,92,98.9,11,58,0,0,0,3.0,CB,91,92,98.9,1530,517,38,39,97.4,49,49,100.0,4,4,100.0,0,0.0,0.1,0,7,1,0,11,3.0,CB,92,89,3,2,1,0,0,1,0,0,0,0,91,0,0,3.0,CB,1,0,0,1,0,1,1,100.0,0,1,1,0,2,3,0,0,3.0,CB,96,2,24,66,6,0,96,0,0,,0,,58,314,198,0,1,0,0,0,76,2,3.0,CB,0,0,0,1,1,0,0,2,0,0,0,0,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,214
15,Robert Andrich,8.0,de GER,CM,29-163,90,0,0,0,0,0,0,0,0,90,1,0,0,0.0,0.0,0.0,2,0,77,85,90.6,6,50,3,0,0,8.0,CM,77,85,90.6,1132,189,44,47,93.6,28,31,90.3,4,5,80.0,0,0.0,0.1,1,4,1,0,6,8.0,CM,85,84,1,1,0,1,0,0,0,0,0,0,77,0,1,8.0,CM,1,1,0,0,1,0,0,,0,0,0,0,0,1,1,0,8.0,CM,90,1,5,62,24,0,90,0,0,,0,,50,317,188,3,4,0,2,0,78,2,8.0,CM,0,0,0,2,1,0,0,0,1,0,0,0,11,0,0,,,,,,,,,,,,,,,,,,,,,,0,214
0,14 Players,,,,,972,2,2,0,0,14,7,5,1,575,13,9,11,1.7,1.7,1.7,28,4,363,463,78.4,35,360,13,13,4,,,363,463,78.4,7065,2848,146,172,84.9,163,185,88.1,47,84,56.0,2,1.7,1.6,12,27,15,6,35,,,463,425,36,12,1,3,14,8,3,2,1,0,363,2,11,,,13,5,6,7,0,5,13,38.5,8,11,4,7,9,22,24,0,,,575,74,202,264,117,26,575,13,4,30.8,8,61.5,360,1731,781,13,13,4,16,6,361,35,,,5,1,1,11,9,2,14,9,5,0,0,0,43,11,21,34.4,,,,,,,,,,,,,,,,,,,,,1,215
1,Anton Stach,16.0,de GER,CM,25-109,90,0,1,0,0,2,1,0,0,51,0,3,2,0.0,0.0,0.0,3,1,27,37,73.0,4,27,2,3,0,16.0,CM,27,37,73.0,452,103,13,17,76.5,9,12,75.0,3,6,50.0,1,0.0,0.1,1,2,0,0,4,16.0,CM,37,33,4,1,0,0,5,0,3,2,1,0,27,0,1,16.0,CM,0,0,0,0,0,0,2,0.0,2,2,1,1,3,3,0,0,16.0,CM,51,3,9,27,17,3,51,3,0,0.0,3,100.0,27,180,56,2,3,0,0,0,24,0,16.0,CM,0,0,0,0,0,0,5,3,0,0,0,0,7,0,2,0.0,,,,,,,,,,,,,,,,,,,,,1,215
2,Dennis Geiger,8.0,de GER,CM,25-267,22,0,0,0,0,0,0,0,0,7,1,0,1,0.0,0.0,0.0,0,0,4,5,80.0,1,4,0,0,0,8.0,CM,4,5,80.0,86,27,1,2,50.0,3,3,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,8.0,CM,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,8.0,CM,1,0,1,0,0,0,0,,0,1,1,0,0,1,0,0,8.0,CM,7,1,2,3,2,0,7,0,0,,0,,4,8,0,0,0,0,0,0,4,0,8.0,CM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,215
3,Finn Ole Becker,20.0,de GER,CM,23-269,4,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.0,0,0,3,5,60.0,2,3,1,1,1,20.0,CM,3,5,60.0,41,24,2,4,50.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,1,0,2,20.0,CM,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,20.0,CM,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,20.0,CM,6,0,2,2,2,0,6,1,1,100.0,0,0.0,3,27,24,1,0,0,1,0,4,0,20.0,CM,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,215
4,Florian Grillitsch,11.0,at AUT,CB,28-209,90,0,0,0,0,2,1,1,0,77,3,4,0,0.2,0.2,0.0,1,1,57,62,91.9,5,42,0,1,1,11.0,CB,57,62,91.9,1221,494,14,14,100.0,34,35,97.1,8,11,72.7,0,0.0,0.0,0,5,1,0,5,11.0,CB,62,58,3,3,0,0,0,0,0,0,0,0,57,1,0,11.0,CB,3,0,1,2,0,0,0,,0,0,0,0,4,7,5,0,11.0,CB,77,6,30,43,5,1,77,1,1,100.0,0,0.0,42,229,98,0,0,0,0,0,45,2,11.0,CB,1,0,0,1,1,0,0,4,0,0,0,0,5,1,3,25.0,,,,,,,,,,,,,,,,,,,,,1,215
